职位
售后技术支持 
 
水资源监测技术管理 
 
售后技术 
 
咖啡机安装及维护 
 
显微镜实验技术员 
 
销售中心-技术支持
【北京】初级化工专业技术员
技术工程师
细胞培养技术员
高级售前技术支持工程师（GIS方向）
工艺技术员【可转岗】
环保科学技术员
细胞培养技术员
（急聘！双休五险）电器工程师/电器技术员
技术服务工程师-北京
技术文档工程师
电子电器维修技术员
技术总监
技术工程师
技术支持工程师
售后技术工程师
数通产品经理（售前技术支持）
"汽车,发动机,工程机械技术文档工程师"
技术经理
电子运营技术实习生+双休
电子商务运营技术实习生+双休
电视转播技术
Java技术经理
实验室技术员
遥感技术工程师
网络技术工程师
招收合适人才{技术岗位}
实习生 金融IT运维/技术支持
技术支持/系统运维高薪实习生
【亦庄】技术客服
技术合同管理（法务）
非销售，技术岗位
技术服务工程师
高薪聘金融量化分析助理 技术岗月薪8K
电力工程师/技术员【五险】
售前技术支持工程师
电商平台技术总监
CMS业务系统全球技术支持-北京
金融IT运维/技术支持
高级技术经理
电气工程师/技术员
""
金融技术分析师 15k+
电气工程师（机材事业部生产技术部）
生物技术主管
电信通信转行/IT运维技术工程师
技术支持IT运维工程师助理
技术支持工程师-技术助理【五险一金】
IT技术支持实习工程师
河道水治理环保技术人员
金融非销售纯技术岗位
技术总工
技术支持/土木工程（双休）
热动技术经理
SMT技术员
技术工程师
职位
售后技术 
 
咖啡机安装及维护 
 
售后技术支持 
 
水资源监测技术管理 
 
显微镜实验技术员 
 
销售中心-技术支持
【北京】初级化工专业技术员
技术工程师
细胞培养技术员
高级售前技术支持工程师（GIS方向）
工艺技术员【可转岗】
环保科学技术员
细胞培养技术员
（急聘！双休五险）电器工程师/电器技术员
技术服务工程师-北京
技术文档工程师
电子电器维修技术员
技术总监
技术工程师
技术支持工程师
售后技术工程师
数通产品经理（售前技术支持）
"汽车,发动机,工程机械技术文档工程师"
技术经理
电子运营技术实习生+双休
电子商务运营技术实习生+双休
电视转播技术
Java技术经理
实验室技术员
遥感技术工程师
网络技术工程师
招收合适人才{技术岗位}
实习生 金融IT运维/技术支持
技术支持/系统运维高薪实习生
【亦庄】技术客服
技术合同管理（法务）
非销售，技术岗位
高薪聘金融量化分析助理 技术岗月薪8K
技术服务工程师
电力工程师/技术员【五险】
售前技术支持工程师
电商平台技术总监
CMS业务系统全球技术支持-北京
金融IT运维/技术支持
高级技术经理
电气工程师/技术员
""
金融技术分析师 15k+
电气工程师（机材事业部生产技术部）
生物技术主管
电信通信转行/IT运维技术工程师
技术支持IT运维工程师助理
技术支持工程师-技术助理【五险一金】
IT技术支持实习工程师
河道水治理环保技术人员
金融非销售纯技术岗位
技术总工
技术支持/土木工程（双休）
热动技术经理
SMT技术员
技术工程师
技术岗位无销售  金融数据分析
地下空间开发 技术人员
（VR行业）UE4技术主管
售前技术支持工程师[北京]
激光打标机售后技术
高新技术企业认定市场专员
互联网和APP后台技术支持
东扬直聘数据风控技术岗
金融数据分析师  技术岗  非销售
施工技术员
技术总工
视频监控安装技术员
助理岗/技术专员、
Java开发技术专家
技术岗位/游戏测试方向、
媒体平台网络直播技术支持
技术经理
技术支持
技术支持+不加班
技术总监
安装技术指导
技术总工
技术负责人[工作地点：湖南郴州]
销售技术支持助理
""
土木/土建技术员
技术支持
招聘工程强弱电技术工人及学徒工
病理技术员
技术支持工程师
裁剪工（服饰事业部生产技术部）
微纳加工技术工程师
暖通技术工程师
食品安全检测试剂 技术支持
网络管理/IT技术支持
给排水工程师/技术支持
技术支持专员/试剂应用工程师
java技术经理
物联网技术研究与应用工程师
润滑技术工程师
技术部门助理/IT测试、
视频技术员(跟机员)
IT技术支持工程师
售前售后技术支持工程师
技术总监
医疗产品技术支持
技术助理英文
机械方向/上市公司/技术岗、
技术经理
交通/地铁/地勤/ 转行8KIT运维/技术支持
音视频安装技术
高薪急聘网络维护技术支持包住宿
专业不限技术岗、
法规技术员（RTIS Tech）
技术支持
通信技术/五险一金+6k、
通信技术工程师/双休、
技术支持工程师
技术总工
音 视频技术支持
java技术经理
售后技术工程师
精装修工程现场技术员CAD设计/制图
技术支持
技术工种/专业不限+6000、
电子技术员（测试+五险）、
技术岗位/计算机行业、
工艺技术员
技术总监
IT技术支持/双休+五险一金、
白领技术岗/助理/技术、
java技术经理/架构师
技术总监
暖通设计师（暖通中央空调技术支持）
测试岗位/技术部门+五险、
金融助理  非销售  偏技术
监管行业信息化技术支持
技术经理-JAVA
.net技术经理
技术工程师
java技术经理
技术支持（智能卡）
技术部副经理
【亦庄】技术支持
IT技术助理/双休+五险一金、
Web前端开发工程师（信息技术部）
技术支持（嵌入式）
消防维保技术员
设计与技术
暖通技术主管
技术主管
在线技术支持工程师
熨烫工（服饰事业部生产技术部）
技术工程师
计算机网路技术
生态修复技术工程师（2人）
养猪技术员
技术负责人（网约车）
房地产评估师/技术质控
技术服务工程师
技术部门经理
Erp技术支持工程师
GIS技术支持
中级售后技术支持工程师
peoplesoft技术顾问
植物保护技术工程师
上位机开发工程师-（技术中心）
技术文秘
机械类专业技术人员
技术工程师
工程部施工技术员
技术支持工程师
技术支持工程师
技术研发人员
产品技术支持
技术总监
技术架构师
技术总监（研究院）
暖通施工技术员
场道项目技术负责人-海外
技术质量管理岗-北京总部
